FAIL,DIMENSIOON,SKOORID,VASTAJAID,STD,KESKMINE SKOOR
www_advent_ee.ela_658698.txt,spont,0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 0.0 | 2.0 | 0.0 | 1.0 | 0.0,4,0.5,1.25
www_auto24_ee.ela_469677.txt,form,1.0 | 1.0 | 0.5 | 0.5 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,5,0.27,0.8
www_auto24_ee.ela_469677.txt,spont,3.0 | 2.0 | 3.0 | 3.0 | 3.0 | 1.0 | 2.0 | 2.0 | 2.0 | 2.0,10,0.67,2.3
www_tuuleenergia_ee.ela_40373.txt,form,0.0 | 1.0 | 0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 0.0 | 2.0 | 0.0,4,0.5,1.25
www_tuuleenergia_ee.ela_40373.txt,spont,0.5 | 1.0 | 1.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0 | 1.0,7,0.19,0.93
www_bsd_ee.ela_638246.txt,form,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 3.0 | 1.0 | 2.0 | 1.0,10,0.67,1.3
www_bsd_ee.ela_638246.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 0.5 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0,4,0.25,0.88
www_le_ee.ela_240831.txt,form,2.0 | 2.0 | 2.0 | 2.0 | 1.0 | 1.0 | 1.0 | 2.0 | 3.0 | 0.0,9,0.67,1.78
www_le_ee.ela_240831.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
www_xn--eestimngula-q8a_ee.ela_40079.txt,form,0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0 | 1.0 | 1.0 | 0.5 | 1.0,6,0.2,0.92
www_xn--eestimngula-q8a_ee.ela_40079.txt,spont,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0,10,0.0,1.0
www_vorumaateataja_ee.ela_241120.txt,form,0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0 | 0.0,2,0.35,0.75
www_vorumaateataja_ee.ela_241120.txt,spont,0.5 | 1.0 | 0.0 | 1.0 | 1.0 | 1.0 | 0.5 | 0.0 | 0.5 | 0.0,7,0.27,0.79
www_mesindus_ee.ela_33384.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,2,0.35,0.75
www_mesindus_ee.ela_33384.txt,spont,0.0 | 1.0 | 0.5 | 0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0,4,0.25,0.88
www_horsemarket_ee.ela_436247.txt,form,0.0 | 2.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 1.0,3,0.58,1.33
www_horsemarket_ee.ela_436247.txt,spont,1.0 | 0.0 | 0.0 | 0.0 | 2.0 | 0.5 | 0.5 | 0.0 | 0.5 | 0.5,6,0.61,0.83
www_eestisport_ee.ela_196071.txt,form,0.5 | 0.5 | 0.0 | 1.0 | 2.0 | 1.0 | 1.0 | 1.0 | 0.5 | 1.0,9,0.46,0.94
www_eestisport_ee.ela_196071.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
forte_delfi_ee.ela_88079.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2.0 | 0.0 | 1.0 | 0.0,2,0.71,1.5
forte_delfi_ee.ela_88079.txt,spont,1.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.5 | 0.5 | 1.0 | 2.0 | 1.0,7,0.5,1.0
www_vm_ee.ela_81604.txt,form,3.0 | 0.5 | 2.0 | 0.0 | 0.5 | 1.0 | 2.0 | 2.0 | 3.0 | 0.0,8,1.0,1.75
www_vm_ee.ela_81604.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0,2,0.0,1.0
et_wikipedia_org.ela_191506.txt,form,2.0 | 2.0 | 2.0 | 1.0 | 2.0 | 2.0 | 0.0 | 0.5 | 2.0 | 3.0,9,0.71,1.83
et_wikipedia_org.ela_191506.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,0.5
www_hambaarst_ee.ela_475731.txt,form,0.0 | 2.0 | 1.0 | 0.0 | 3.0 | 1.0 | 2.0 | 0.5 | 2.0 | 1.0,8,0.82,1.56
www_hambaarst_ee.ela_475731.txt,spont,1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 1.0,3,0.0,1.0
arhiiv_koolielu_ee.ela_481254.txt,form,0.0 | 1.0 | 0.0 | 0.0 | 1.0 | 0.5 | 1.0 | 2.0 | 0.5 | 1.0,7,0.5,1.0
arhiiv_koolielu_ee.ela_481254.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 1.0 | 0.5,5,0.22,0.9
mesindus_ee.ela_210638.txt,form,1.0 | 1.0 | 1.0 | 0.5 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,5,0.27,0.8
mesindus_ee.ela_210638.txt,spont,1.0 | 1.0 | 3.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0,10,0.57,1.9
www_emta_ee.ela_522725.txt,form,3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 2.0 | 2.0 | 3.0 | 3.0 | 3.0,10,0.42,2.8
www_emta_ee.ela_522725.txt,spont,3.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0,2,1.77,1.75
www_alphagis_ee.ela_403490.txt,form,1.0 | 2.0 | 2.0 | 0.0 | 2.0 | 2.0 | 3.0 | 3.0 | 0.0 | 1.0,8,0.76,2.0
www_alphagis_ee.ela_403490.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.5 | 0.5 | 1.0 | 0.5,5,0.27,0.7
www_meiekirik_ee.ela_286284.txt,form,0.5 | 0.5 | 0.5 | 0.5 | 0.0 | 0.0 | 0.0 | 2.0 | 0.0 | 1.0,6,0.61,0.83
www_meiekirik_ee.ela_286284.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0,2,0.35,0.75
www_soudeliit_ee.ela_547578.txt,form,0.5 | 0.5 | 0.5 | 0.0 | 0.5 | 2.0 | 1.0 | 2.0 | 1.0 | 0.0,8,0.65,1.0
www_soudeliit_ee.ela_547578.txt,spont,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0,6,0.0,1.0
bhr_balanss_ee.ela_565106.txt,form,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 0.0 | 2.0 | 0.0 | 0.0 | 0.0,6,0.41,1.17
bhr_balanss_ee.ela_565106.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 1.0 | 1.0 | 0.0 | 2.0 | 1.0,5,0.55,1.1
www_sirp_ee.ela_651305.txt,form,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 0.0 | 0.0,8,0.0,1.0
www_sirp_ee.ela_651305.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,1.0
www_helen_ee.ela_520035.txt,form,0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.5 | 0.0 | 0.0,3,0.29,0.83
www_helen_ee.ela_520035.txt,spont,0.0 | 0.0 | 1.0 | 1.0 | 2.0 | 1.0 | 0.5 | 1.0 | 1.0 | 1.0,8,0.42,1.06
www_europarl_ee.ela_36110.txt,form,3.0 | 3.0 | 2.0 | 3.0 | 2.0 | 0.0 | 0.5 | 2.0 | 2.0 | 1.0,9,0.88,2.06
www_europarl_ee.ela_36110.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.5,2,0.35,0.75
nami-nami_ee.ela_372868.txt,form,1.0 | 0.5 | 1.0 | 1.0 | 0.5 | 0.0 | 0.5 | 0.0 | 1.0 | 0.0,7,0.27,0.79
nami-nami_ee.ela_372868.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 1.0 | 0.5 | 0.0 | 0.0 | 1.0 | 0.0,4,0.25,0.88
video_usk_ee.ela_152445.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0,1,nan,1.0
video_usk_ee.ela_152445.txt,spont,0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0,4,0.29,0.75
blog_maaleht_ee.ela_73268.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0,1,nan,0.5
blog_maaleht_ee.ela_73268.txt,spont,0.5 | 0.5 | 1.0 | 0.5 | 1.0 | 1.0 | 1.0 | 0.0 | 1.0 | 1.0,9,0.25,0.83
forte_delfi_ee.ela_222312.txt,form,2.0 | 2.0 | 0.5 | 0.0 | 1.0 | 0.5 | 1.0 | 1.0 | 1.0 | 0.0,8,0.58,1.12
forte_delfi_ee.ela_222312.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0,1,nan,1.0
www_eestigiid_ee.ela_530847.txt,form,2.0 | 2.0 | 1.0 | 2.0 | 2.0 | 0.5 | 1.0 | 1.0 | 1.0 | 1.0,10,0.58,1.35
www_eestigiid_ee.ela_530847.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.0 | 0.5 | 0.0,3,0.0,0.5
www_dragon_ee.ela_303548.txt,form,0.0 | 0.5 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0,3,0.0,0.5
www_dragon_ee.ela_303548.txt,spont,3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 2.0 | 3.0,10,0.32,2.9
arvamus_postimees_ee.ela_5946.txt,form,0.5 | 0.5 | 2.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 1.0 | 0.0,5,0.65,0.9
arvamus_postimees_ee.ela_5946.txt,spont,0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0,2,0.35,0.75
www_porterracing_ee.ela_609577.txt,form,0.5 | 0.5 | 0.0 | 0.5 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,4,0.0,0.5
www_porterracing_ee.ela_609577.txt,spont,0.0 | 0.0 | 2.0 | 0.0 | 1.0 | 2.0 | 2.0 | 0.0 | 2.0 | 1.0,6,0.52,1.67
www_naisteleht_ee.ela_355886.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
www_naisteleht_ee.ela_355886.txt,spont,1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 2.0 | 2.0 | 0.0 | 0.5 | 0.0,8,0.53,1.19
toompark_pri_ee.ela_458650.txt,form,1.0 | 1.0 | 0.5 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,4,0.29,0.75
toompark_pri_ee.ela_458650.txt,spont,0.0 | 0.0 | 2.0 | 1.0 | 1.0 | 3.0 | 2.0 | 1.0 | 3.0 | 2.0,8,0.83,1.88
reisiajakiri_gomaailm_ee.ela_530539.txt,form,0.5 | 0.5 | 0.0 | 0.0 | 0.0 | 2.0 | 0.5 | 0.0 | 0.0 | 0.0,4,0.75,0.88
reisiajakiri_gomaailm_ee.ela_530539.txt,spont,0.0 | 0.0 | 2.0 | 0.0 | 1.0 | 3.0 | 2.0 | 0.0 | 2.0 | 0.0,5,0.71,2.0
et_wikipedia_org.ela_467359.txt,form,0.0 | 2.0 | 1.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0,3,0.58,1.33
et_wikipedia_org.ela_467359.txt,spont,0.0 | 1.0 | 0.0 | 1.0 | 2.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0,4,0.5,1.25
www_horisont_ee.ela_455809.txt,form,0.0 | 2.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.5 | 0.0 | 1.0 | 1.0,5,0.55,1.1
www_horisont_ee.ela_455809.txt,spont,0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0,2,0.0,0.5
untitled.txt,form,0.5 | 0.5 | 1.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.0 | 0.0 | 0.0,6,0.2,0.58
untitled.txt,spont,0.0 | 0.0 | 1.0 | 0.5 | 0.5 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0,5,0.27,0.8
www_tallegg_ee.ela_33687.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.0,3,0.0,0.5
www_tallegg_ee.ela_33687.txt,spont,1.0 | 1.0 | 0.0 | 0.5 | 2.0 | 2.0 | 3.0 | 0.0 | 2.0 | 0.0,7,0.85,1.64
eok_ee.ela_435890.txt,form,2.0 | 2.0 | 0.0 | 0.0 | 0.5 | 2.0 | 1.0 | 2.0 | 1.0 | 1.0,8,0.62,1.44
eok_ee.ela_435890.txt,spont,0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0,2,0.35,0.75
kalah_zzz_ee.ela_52237.txt,form,0.0 | 2.0 | 0.0 | 0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0,3,0.58,1.33
kalah_zzz_ee.ela_52237.txt,spont,0.0 | 0.0 | 0.0 | 1.0 | 2.0 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0,7,0.38,1.14
valitsus_ee.ela_480708.txt,form,0.5 | 0.5 | 0.5 | 0.5 | 0.0 | 1.0 | 1.0 | 1.0 | 2.0 | 0.0,8,0.52,0.88
valitsus_ee.ela_480708.txt,spont,0.0 | 0.0 | 0.5 | 0.0 | 0.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0,3,0.29,0.83
www_kasutatudraamat_ee.ela_68759.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.5 | 0.5,5,0.0,0.5
www_kasutatudraamat_ee.ela_68759.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 3.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,3.0
www_epl_ee.ela_685672.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0,2,0.0,0.5
www_epl_ee.ela_685672.txt,spont,2.0 | 1.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0 | 1.0 | 2.0 | 2.0,10,0.42,1.8
unitedkiters_ee.ela_78733.txt,form,0.5 | 1.0 | 0.5 | 1.0 | 0.5 | 0.5 | 0.5 | 0.5 | 1.0 | 1.0,10,0.26,0.7
unitedkiters_ee.ela_78733.txt,spont,1.0 | 1.0 | 3.0 | 1.0 | 1.0 | 3.0 | 2.0 | 1.0 | 3.0 | 2.0,10,0.92,1.8
www_linnaleht_ee.ela_420357.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,0.5
www_linnaleht_ee.ela_420357.txt,spont,0.5 | 0.0 | 2.0 | 1.0 | 1.0 | 2.0 | 1.0 | 2.0 | 2.0 | 1.0,9,0.6,1.39
www_nami-nami_ee.ela_173054.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0,2,0.35,0.75
www_nami-nami_ee.ela_173054.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 1.0 | 1.0 | 1.0 | 0.0 | 0.0 | 0.0,4,0.0,1.0
www_mulje_ee.ela_177932.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.5,4,0.0,0.5
www_mulje_ee.ela_177932.txt,spont,3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0,10,0.0,3.0
rahvahaal_delfi_ee.ela_135048.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.0 | 0.5 | 0.0,3,0.0,0.5
rahvahaal_delfi_ee.ela_135048.txt,spont,3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 3.0,10,0.0,3.0
valitsus_ee.ela_132104.txt,form,2.0 | 3.0 | 2.0 | 3.0 | 2.0 | 2.0 | 2.0 | 3.0 | 3.0 | 2.0,10,0.52,2.4
valitsus_ee.ela_132104.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.5 | 0.0 | 1.0 | 0.5,4,0.29,0.75
www_vsport_ee.ela_120496.txt,form,1.0 | 1.0 | 0.0 | 1.0 | 1.0 | 0.5 | 2.0 | 0.0 | 1.0 | 1.0,8,0.42,1.06
www_vsport_ee.ela_120496.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 2.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,2.0
www_lemmik_ee.ela_519214.txt,form,0.5 | 2.0 | 0.0 | 0.0 | 1.0 | 0.5 | 0.0 | 0.5 | 0.0 | 0.0,5,0.65,0.9
www_lemmik_ee.ela_519214.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0,2,0.0,1.0
no_spam_ee.ela_2227.txt,form,3.0 | 3.0 | 3.0 | 3.0 | 3.0 | 2.0 | 3.0 | 3.0 | 3.0 | 3.0,10,0.32,2.9
no_spam_ee.ela_2227.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
reform_ee.ela_24983.txt,form,0.5 | 0.5 | 0.0 | 0.0 | 0.5 | 0.0 | 2.0 | 0.0 | 3.0 | 0.0,5,1.15,1.3
reform_ee.ela_24983.txt,spont,0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,1,nan,1.0
www_admiralmarkets_ee.ela_333517.txt,form,1.0 | 2.0 | 0.5 | 1.0 | 2.0 | 2.0 | 2.0 | 0.5 | 0.5 | 0.5,10,0.71,1.2
www_admiralmarkets_ee.ela_333517.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
www_post_ee.ela_149870.txt,form,3.0 | 3.0 | 3.0 | 2.0 | 2.0 | 2.0 | 3.0 | 2.0 | 1.0 | 0.5,10,0.88,2.15
www_post_ee.ela_149870.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.5 | 0.5,5,0.0,0.5
www_reklaamitrikk_ee.ela_315713.txt,form,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0,1,nan,1.0
www_reklaamitrikk_ee.ela_315713.txt,spont,1.0 | 0.0 | 1.0 | 1.0 | 2.0 | 0.5 | 1.0 | 0.0 | 1.0 | 2.0,8,0.53,1.19
www_lillelapsed_ee.ela_607751.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 1.0 | 0.5 | 0.5 | 1.0 | 1.0 | 0.5,7,0.27,0.71
www_lillelapsed_ee.ela_607751.txt,spont,1.0 | 0.5 | 1.0 | 1.0 | 1.0 | 1.0 | 1.0 | 0.0 | 1.0 | 1.0,9,0.17,0.94
kaja_ekstreem_ee.ela_71641.txt,form,0.0 | 0.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.5 | 0.5 | 0.5 | 0.0,4,0.0,0.5
kaja_ekstreem_ee.ela_71641.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0 | 0.0 | 1.0 | 1.0,3,0.0,1.0
herba_folklore_ee.ela_93408.txt,form,1.0 | 3.0 | 0.0 | 0.0 | 3.0 | 2.0 | 2.0 | 2.0 | 3.0 | 3.0,8,0.74,2.38
herba_folklore_ee.ela_93408.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0,0,nan,nan
www_employers_ee.ela_617415.txt,form,1.0 | 2.0 | 0.0 | 0.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0 | 2.0,8,0.35,1.88
www_employers_ee.ela_617415.txt,spont,0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.0,1,nan,1.0
